lng,lat
-103.443026,20.576686
-103.346939,20.675796
-103.3248274,20.6810815
-103.365942,20.669132
-103.401496,20.643726
-103.432257,20.683168
-103.31895,20.649182
-103.405238,20.665566
-103.369362,20.68624
-103.369788,20.677008
-103.4209522,20.6439172
-103.373649,20.669015
-103.381921,20.673325
-103.399634,20.656476
-103.376768,20.70453
-103.2991257,20.689858
-103.365078,20.673254
-103.370763,20.677931
-103.382717,20.698723
-103.346901,20.682357
-103.449257,20.694627
-103.366624,20.740692
-103.432072,20.677013
-103.453141,20.726381
-103.376885,20.704434
-103.385379,20.686482
-103.365969,20.672526
-103.388013,20.695874
-103.375912,20.638824
-103.374418,20.672115
-103.411546,20.711105
-103.373697,20.672642
-103.429519,20.731605
-103.443207,20.694874
-103.404956,20.673625
-103.407481,20.675698
-103.426936,20.668673
-103.4123703,20.664183
-103.372106,20.673549
-103.360469,20.677193
-103.431063,20.737841
-103.421448,20.655928
-103.3965224,20.63697804
-103.456282,20.715105
-103.365916,20.673891
-103.422328,20.655635
-103.36185,20.648659
-103.374004,20.658845
-103.4034259,20.64781669
-103.40104,20.663432
-103.3129643,20.6418304
-103.419861,20.650501
-103.411664,20.62565
-103.401684,20.603165
-103.425762,20.6617092
-103.365229,20.677084
-103.445748,20.682233
-103.351566,20.7128601
-103.423839,20.668803
-103.401599,20.650669
-103.430689,20.727196
-103.432072,20.677013
-103.459662,20.627928
-103.348337,20.682031
-103.443004,20.684967
-103.37858,20.644724
-103.368684,20.656891
-103.428158,20.741198
-103.418907,20.628254
-103.378585,20.71254
-103.415282,20.710702
-103.423965,20.667389
-103.442893,20.730496
-103.341529,20.698129
-103.315686,20.684081
-103.393188,20.674587
-103.446074,20.682284
-103.419808,20.668865
-103.36275,20.69101502
-103.441572,20.651797
-103.377005,20.703492
-103.404109,20.666402
-103.471492,20.725809
-103.39774,20.692375
-103.415432,20.691044
-103.412307,20.712828
-103.399641,20.65647
-103.317231,20.655138
-103.424932,20.740778
-103.356961,20.647602
-103.37062,20.682113
-103.445241,20.588717
-103.345814,20.693451
-103.457614,20.726173
-103.421718,20.586167
-103.4211186,20.6686623
-103.424246,20.687513
-103.448652,20.582817
-103.399353,20.651525
-103.447158,20.683326
-103.410916,20.626564
-103.368358,20.673261
-103.403478,20.651637
-103.427751,20.688622
-103.456354,20.731901
-103.370013,20.709294
-103.370153,20.673922
-103.405983,20.661515
-103.333756,20.701028
-103.383228,20.696562
-103.428274,20.687144
-103.4160497,20.6153244
-103.418259,20.66902
-103.342585,20.700171
-103.431207,20.67074
-103.361442,20.672238
-103.400263,20.6435
-103.348683,20.710059
-103.418389,20.688483
-103.4011742,20.736863
-103.4310865,20.7301017
-103.384915,20.742058
-103.444654,20.588417
-103.3915067,20.7223609
-103.431752,20.677098
-103.3801521,20.6729984
-103.426474,20.634303
-103.393754,20.66434
-103.386048,20.698187
-103.384904,20.754572
-103.348001,20.676229
-103.424593,20.667231
-103.377255,20.702927
-103.421491,20.682259
-103.434067,20.729475
-103.367416,20.676159
-103.399381,20.679486
-103.346939,20.675796
-103.406633,20.66087
-103.4544404,20.7239516
-103.414838,20.658431
-103.326266,20.705444
-103.367642,20.669176
-103.444235,20.682209
-103.4446597,20.6827697
-103.392336,20.684695
-103.34129,20.674277
-103.391775,20.666605
-103.399634,20.65641
-103.369335,20.673752
-103.406426,20.660677
-103.408821,20.665698
-103.423609,20.660162
-103.401129,20.663083
-103.444235,20.682209
-103.348599,20.675399
-103.411409,20.71059
-103.348917,20.674714
-103.421179,20.63225
-103.353571,20.675365
-103.427329,20.687532
-103.3645495,20.688433
-103.384228,20.699979
-103.392958,20.67538
-103.432594,20.729523
-103.392536,20.654884
-103.332798,20.698661
-103.3123949,20.67630026
-103.387001,20.719192
-103.452762,20.728809
-103.415775,20.635666
-103.41038,20.630317
-103.4442346,20.6822094
-103.4489962,20.5824013
-103.367635,20.726923
-103.403764,20.667108
-103.426802,20.63562
-103.422651,20.687594
-103.335749,20.696215
-103.389389,20.674783
-103.386398,20.71915
-103.358947,20.646334
-103.386215,20.698566
-103.409458,20.667941
-103.400263,20.6435
-103.365636,20.716957
-103.390113,20.697317
-103.431229,20.741173
-103.370281,20.71335
-103.376063,20.701819
-103.376935,20.703324
-103.310889,20.634244
-103.395593,20.608699
-103.435886,20.679945
-103.352874,20.682904
-103.424022,20.627877
-103.422131,20.629611
-103.320688,20.647973
-103.410292,20.709909
-103.441595,20.691703
-103.376408,20.702382
-103.3237708,20.6938398
-103.459008,20.726006
-103.404823,20.66212
-103.444052,20.73032
-103.372459,20.641551
-103.330033,20.690819
-103.429388,20.74568
-103.375823,20.675408
-103.39426,20.630616
-103.380416,20.731375
-103.423863,20.653647
-103.331406,20.709426
-103.314024,20.638333
-103.407261,20.687828
-103.4330234,20.64436466
-103.421254,20.744371
-103.3453235,20.7184104
-103.4554916,20.6758884
-103.426793,20.68887
-103.388657,20.716411
-103.34151,20.703652
-103.385194,20.686833
-103.3986,20.666094
-103.37889,20.675814
-103.336959,20.700254
-103.296307,20.631638
-103.405238,20.665566
-103.359902,20.648205
-103.383923,20.695061
-103.421519,20.677487
-103.4155483,20.7063171
-103.417983,20.669929
-103.39766,20.619586
-103.37096,20.667745
-103.377131,20.688965
-103.4247515,20.7392544
-103.386502,20.648819
-103.3453815,20.6754584
-103.294691,20.698923
-103.404874,20.64319
-103.4144,20.722427
-103.36984,20.709076
-103.395618,20.688143
-103.331273,20.710531
-103.386037,20.698976
-103.449364,20.73758
-103.4045,20.646015
-103.4109927,20.71030432
-103.400318,20.666504
-103.429632,20.669354
-103.3224955,20.71187224
-103.423505,20.663261
-103.38287,20.696682
-103.373203,20.68361
-103.427502,20.744889
-103.457332,20.72621
-103.42822,20.740934
-103.3456,20.661905
-103.412753,20.710118
-103.436715,20.665796
-103.409297,20.709508
-103.381921,20.673325
-103.424683,20.63142
-103.406292,20.708985
-103.319261,20.719283
-103.4300136,20.6103963
-103.398261,20.635329
-103.373034,20.679437
-103.368694,20.682049
-103.43878,20.730036
-103.379037,20.67299
-103.408838,20.665964
-103.359403,20.673
-103.317079,20.648142
-103.388942,20.676826
-103.4289599,20.662451
-103.398433,20.649743
-103.346886,20.681956
-103.386943,20.691076
-103.429636,20.7412215
-103.450361,20.691652
-103.455807,20.716882
-103.348991,20.663499
-103.378405,20.712372
-103.44138,20.651747
-103.391503,20.64192
-103.419492,20.638609
-103.4153353,20.7074143
-103.36816,20.672518
-103.453308,20.724976
-103.311076,20.638363
-103.365782,20.672775
-103.432118,20.677224
-103.418306,20.688081
-103.354514,20.67248
-103.296289,20.687707
-103.415165,20.635811
-103.370018,20.675224
-103.420325,20.595209
-103.365782,20.672775
-103.381264,20.650914
-103.401333,20.65052
-103.435891,20.5954074
-103.382869,20.698258
-103.453883,20.612451
-103.4130249,20.6918038
-103.426485,20.634726
-103.367109,20.673829
-103.361643,20.702836
-103.402372,20.667183
-103.4544404,20.7239516
-103.361234,20.737606
-103.412671,20.680168
-103.386081,20.694453
-103.429519,20.731605
-103.420676,20.678216
-103.415375,20.611687
-103.43251,20.741788
-103.416285,20.611398
-103.446035,20.65732
-103.385909,20.740989
-103.366342,20.677932
-103.421014,20.650036
-103.400162,20.661232
-103.404961,20.67362
-103.433487,20.633924
-103.3659268,20.6749157
-103.421235,20.679291
-103.368933,20.674219
-103.36588,20.673558
-103.353077,20.680608
-103.369198,20.674375
-103.4376,20.670055
-103.3854001,20.6896899
-103.3478174,20.6734025
-103.432038,20.664188
-103.321795,20.69282
-103.40084,20.641701
-103.368245,20.684275
-103.414216,20.624894
-103.432721,20.645698
-103.327462,20.705954
-103.412678,20.637188
-103.44209,20.659341
-103.436066,20.647437
-103.3332653,20.7065266
-103.289867,20.679696
-103.3974257,20.7305338
-103.423171,20.733958
-103.407803,20.66378
-103.4418499,20.7304576
-103.415271,20.632698
-103.309958,20.650875
-103.429336,20.638206
-103.423272,20.656725
-103.342686,20.699616
-103.394902,20.641
-103.391054,20.684475
-103.327064,20.69822
-103.3451832,20.71971365
-103.38507,20.66247
-103.365782,20.672775
-103.427328,20.671404
-103.3365727,20.7114991
-103.324384,20.680681
-103.430423,20.648853
-103.367134,20.681354
-103.367398,20.701308
-103.378023,20.673578
-103.355194,20.660257
-103.371153,20.650529
-103.40553,20.660383
-103.346768,20.709974
-103.434909,20.729652
-103.355134,20.716655
-103.40812,20.665351
-103.348272,20.710473
-103.309395,20.638167
-103.431002,20.737927
-103.41274,20.710178
-103.384228,20.699979
-103.36578,20.686923
-103.429895,20.669125
-103.416778,20.663895
-103.405706,20.709216
-103.347759,20.672893
-103.365298,20.677021
-103.3462878,20.7392328
-103.383701,20.69531
-103.373735,20.68855
-103.330889,20.693531
-103.373527,20.697972
-103.408592,20.628945
-103.45312,20.726336
-103.3680552,20.6674984
-103.432072,20.677013
-103.311308,20.691991
-103.411063,20.633073
-103.382041,20.717243
-103.341601,20.703166
-103.37579,20.640095
-103.441542,20.659358
-103.335837,20.696051
-103.344312,20.694126
-103.358705,20.702294
-103.39539,20.673105
-103.383256,20.699966
-103.326076,20.644898
-103.396943,20.64046
-103.401684,20.603165
-103.447392,20.584485
-103.381479,20.673208
-103.422512,20.672438
-103.419269,20.65655
-103.387722,20.73477
-103.383622,20.697888
-103.401333,20.65052
-103.39529,20.639391
-103.36553,20.683147
-103.324384,20.680681
-103.320669,20.648064
-103.429061,20.673948
-103.378593,20.729585
-103.368916,20.672839
-103.368588,20.724348
-103.380809,20.679579
-103.415673,20.612263
-103.436347,20.665575
-103.434909,20.729652
-103.410732,20.744182
-103.376693,20.641378
-103.319048,20.655852
-103.415907,20.689939
-103.3826592,20.6740684
-103.424471,20.672793
-103.3609155,20.67157088
-103.390329,20.69696
-103.343543,20.671523
-103.398497,20.680283
-103.420196,20.663019
-103.43878,20.730036
-103.325798,20.692181
-103.384199,20.666687
-103.296289,20.687707
-103.459968,20.627627
-103.420928,20.732763
-103.371834,20.689128
-103.420259,20.66444
-103.427501,20.629238
-103.40052,20.663646
-103.443033,20.730716
-103.395571,20.71412
-103.402145,20.66705
-103.405572,20.638676
-103.360997,20.649254
-103.374725,20.638324
-103.381802,20.67418
-103.365002,20.677729
-103.444673,20.73059
-103.4271726,20.6292581
-103.409832,20.712539
-103.368228,20.668611
-103.36072,20.696827
-103.336642,20.707606
-103.3349651,20.6717178
-103.366423,20.681121
-103.309628,20.64996
-103.368594,20.708341
-103.380817,20.651743
-103.341062,20.713086
-103.386777,20.686456
-103.38587,20.718983
-103.361973,20.649227
-103.300856,20.689956
-103.374918,20.692325
-103.305529,20.637211
-103.420795,20.733158
-103.435328,20.729829
-103.347702,20.706734
-103.3822859,20.6800329
-103.329108,20.69696
-103.4428198,20.6948993
-103.378061,20.703632
-103.369341,20.668138
-103.332798,20.698661
-103.439722,20.651155
-103.312669,20.638251
-103.368338,20.681356
-103.40385,20.64618
-103.350414,20.672732
-103.313519,20.638688
-103.371831,20.719484
-103.379126,20.702148
-103.418057,20.66972
-103.316123,20.668249
-103.391137,20.647098
-103.425085,20.63487
-103.360608,20.668141
-103.402926,20.65808
-103.412566,20.627356
-103.395046,20.652857
-103.342585,20.700171
-103.369127,20.676886
-103.434909,20.729652
-103.432573,20.651414
-103.355176,20.71592
-103.368194,20.675996
-103.391821,20.664168
-103.292198,20.647545
-103.310906,20.658038
-103.345961,20.68059
-103.395236,20.673633
-103.369605,20.679901
-103.299231,20.638878
-103.405147,20.674386
-103.382669,20.698501
-103.372628,20.684965
-103.277288,20.661374
-103.373503,20.719482
-103.392493,20.732794
-103.337186,20.682164
-103.362776,20.681059
-103.410677,20.667482
-103.424829,20.672738
-103.321015,20.63934
-103.392314,20.673963
-103.359339,20.681738
-103.431015,20.603406
-103.434878,20.613784
-103.374894,20.671396
-103.362584,20.734314
-103.420051,20.734084
-103.380318,20.692488
-103.347358,20.700563
-103.390149,20.696382
-103.357296,20.689607
-103.340665,20.702066
-103.418523,20.629398
-103.411015,20.639294
-103.433101,20.657446
-103.359968,20.675026
-103.355146,20.716598
-103.326928,20.701541
-103.437166,20.664872
-103.437493,20.66992
-103.418537,20.638483
-103.323828,20.595049
-103.349309,20.684063
-103.388966,20.684912
-103.39774,20.692375
-103.415107,20.69452
-103.370327,20.676625
-103.367641,20.679016
-103.421491,20.682259
-103.429246,20.633137
-103.389547,20.75977
-103.453634,20.716116
-103.408777,20.690082
-103.37511,20.692233
-103.425654,20.743825
-103.370745,20.68328
-103.323503,20.709337
-103.421017,20.682209
-103.367675,20.67927
-103.399364,20.723286
-103.418313,20.629798
-103.398128,20.634757
-103.386791,20.691502
-103.330541,20.690507
-103.371029,20.677658
-103.412977,20.629989
-103.409711,20.626142
-103.35257,20.702605
-103.4461,20.658982
-103.449756,20.642551
-103.438017,20.729664
-103.36114,20.675735
-103.360426,20.729642
-103.406292,20.708985
-103.424118,20.667729
-103.395739,20.681982
-103.387138,20.690671
-103.447304,20.629944
-103.400026,20.665013
-103.36812,20.688741
-103.386835,20.674025
-103.334199,20.59771
-103.464098,20.55825
-103.435884,20.763919
-103.332077,20.698191
-103.370329,20.676581
-103.4001,20.757663
-103.36398,20.673604
-103.342545,20.700827
-103.345737,20.703936
-103.403895,20.745077
-103.384013,20.69504
-103.414548,20.663818
-103.447338,20.629824
-103.383609,20.660019
-103.427739,20.741603
-103.4247,20.634717
-103.412683,20.629818
-103.345155,20.723974
-103.354282,20.674134
-103.40894,20.664968
-103.36508,20.673085
-103.395094,20.665901
-103.322524,20.697303
-103.340112,20.687681
-103.353192,20.685296
-103.478038,20.799076
-103.445899,20.600094
-103.365923,20.668987
-103.374681,20.638354
-103.369029,20.673406
-103.333516,20.67476
-103.365883,20.672809
-103.345716,20.672796
-103.412569,20.627355
-103.352415,20.677071
-103.349208,20.677108
-103.382669,20.698501
-103.364996,20.666235
-103.462028,20.626497
-103.357026,20.737577
-103.386394,20.697387
-103.384655,20.677953
-103.377015,20.70348
-103.38999,20.632999
-103.404102,20.667019
-103.299148,20.630222
-103.379126,20.702148
-103.348817,20.685396
-103.410291,20.73871
-103.460515,20.632426
-103.320266,20.645566
-103.432795,20.646212
-103.292923,20.680104
-103.330229,20.696933
103.447115,20.715015
-103.407824,20.631437
-103.429928,20.674275
-103.404394,20.675073
-103.373346,20.675874
-103.348061,20.676471
-103.383044,20.672062
-103.444585,20.552924
-103.344031,20.661315
-103.370766,20.67895
-103.359902,20.648205
-103.373299,20.679491
-103.352081,20.691582
-103.338927,20.727509
-103.382782,20.697491
-103.37872,20.669036
-103.38362,20.700266
-103.331263,20.710517
-103.366558,20.727138
-103.435717,20.681004
-103.431639,20.641536
-103.370479,20.675886
-103.413099,20.636047
-103.447298,20.660833
-103.375889,20.682466
-103.432824,20.643823
-103.452927,20.649386
-103.407997,20.6597
-103.447937,20.651924
-103.400752,20.658087
-103.305759,20.648053
-103.387194,20.675747
-103.338846,20.607961
-103.288315,20.635603
-103.369654,20.686763
-103.39457,20.640503
-103.441595,20.691703
-103.43251,20.741788
-103.287676,20.650091
-103.372126,20.657229
-103.427284,20.749695
-103.367913,20.687938
-103.381785,20.64148
-103.429445,20.633439
-103.415107,20.69452
-103.429246,20.633137
-103.379532,20.703154
-103.375699,20.675664
-103.396095,20.66084
-103.330419,20.671517
-103.374854,20.678885
-103.443266,20.730367
-103.446153,20.683028
-103.367976,20.673144
-103.330958,20.689148
-103.369995,20.631759
-103.385328,20.635392
-103.420606,20.662975
-103.366998,20.687766
-103.373224,20.648281
-103.295336,20.687853
-103.393988,20.627245
-103.449364,20.73758
-103.410291,20.738709
-103.431903,20.654558
-103.297043,20.681534
-103.316303,20.722624
-103.284164,20.636155
-103.448225,20.630143
-103.348647,20.684772
-103.368801,20.667802
-103.438697,20.619925
-103.407997,20.6597
-103.366608,20.684865
-103.33215,20.583754
-103.422914,20.744745
-103.432659,20.608323
-103.368352,20.672917
-103.412497,20.627462
-103.469903,20.62792
-103.450473,20.648218
-103.356852,20.676257
-103.33303,20.698516
-103.332226,20.700367
-103.297449,20.640593
-103.400448,20.759671
-103.347995,20.710051
-103.388581,20.756206
-103.398556,20.674608
-103.357581,20.672321
-103.363545,20.685536
-103.389897,20.662254
-103.329511,20.671088
-103.422265,20.622138
-103.367396,20.721548
-103.368694,20.682049
-103.451861,20.730031
-103.436253,20.678406
